,Country/Currency,currency,value,date
3558,Papua New Guinea Kina,PGK,3.970522,09/01/2022
3559,Paraguay Guarani,PYG,7862.334068,09/01/2022
3560,Peru Nuevo Sol,PEN,4.48839,09/01/2022
3561,Philippines Peso,PHP,58.323671,09/01/2022
3562,Poland Zloty,PLN,4.545373,09/01/2022
3563,Qatar Rial,QAR,4.136837,09/01/2022
3564,Romania New Lei,RON,4.945296,09/01/2022
3565,Russia Rouble,RUB,85.724408,09/01/2022
3566,Rwanda Franc,RWF,1173.154295,09/01/2022
3567,Samoa Tala,WST,2.954235,09/01/2022
3568,Sao Tome/Principe Dobra,STD,23516.413305,09/01/2022
3569,Saudi Arabia Riyal,SAR,4.265341,09/01/2022
3570,Serbia Dinar,RSD,117.596466,09/01/2022
3571,Seychelles Rupee,SCR,17.024406,09/01/2022
3572,Sierra Leone Leone,SLL,12878.480885,09/01/2022
3573,Singapore Dollar,SGD,1.540055,09/01/2022
3574,Solomon Islands Dollar,SBD,9.18863,09/01/2022
3575,Somali Shilling,SOS,663.523332,09/01/2022
3576,South Africa Rand,ZAR,17.715726,09/01/2022
3577,South Korea Won,KRW,1360.625428,09/01/2022
3578,Sri Lanka Rupee,LKR,229.368167,09/01/2022
3579,St Helena Pound,SHP,1.564964,09/01/2022
3580,Sudan Pound,SDG,497.078305,09/01/2022
3581,Suriname Dollar,SRD,24.164095,09/01/2022
3582,Swaziland Lilangeni,SZL,17.659823,09/01/2022
3583,Sweden Krona,SEK,10.316924,09/01/2022
3584,Syria Pound,SYP,2854.617496,09/01/2022
3585,Taiwan Dollar,TWD,31.418536,09/01/2022
3586,Tanzania Shilling,TZS,2609.403193,09/01/2022
3587,Thailand Baht,THB,38.187074,09/01/2022
3588,Tonga Pa'anga,TOP,2.595583,09/01/2022
3589,Trinidad/Tobago Dollar,TTD,7.674109,09/01/2022
3590,Tunisia Dinar,TND,3.273347,09/01/2022
3591,Turkish New Lira,TRY,15.763787,09/01/2022
3592,Uganda Shilling,UGX,4007.92713,09/01/2022
3593,Ukraine Hryvnia,UAH,31.085888,09/01/2022
3594,Uruguay Peso,UYU,50.588654,09/01/2022
3595,United Arab Emirates Dirham,AED,4.173269,09/01/2022
3596,Vanuatu Vatu,VUV,128.674202,09/01/2022
3597,Vietnam Dong,VND,25779.684389,09/01/2022
3598,Yemen Rial,YER,284.326814,09/01/2022
3599,Zambia Kwacha,ZMK,10226.892365,09/01/2022
3600,Australia Dollar,AUD,1.575614,10/01/2022
3601,Great Britain Pound,GBP,0.834485,10/01/2022
3602,Euro,EUR,1.0,10/01/2022
3603,Japan Yen,JPY,131.28135,10/01/2022
3604,Switzerland Franc,CHF,1.043598,10/01/2022
3605,USA Dollar,USD,1.133465,10/01/2022
3606,Afghanistan Afghani,AFN,118.555286,10/01/2022
3607,Albania Lek,ALL,121.321443,10/01/2022
3608,Algeria Dinar,DZD,158.258125,10/01/2022
3609,Angola Kwanza,AOA,624.457709,10/01/2022
3610,Argentina Peso,ARS,116.712828,10/01/2022
3611,Armenia Dram,AMD,546.038374,10/01/2022
3612,Aruba Florin,AWG,2.040804,10/01/2022
3613,Azerbaijan New Manat,AZN,1.924416,10/01/2022
3614,Bahamas Dollar,BSD,1.128832,10/01/2022
3615,Bahrain Dinar,BHD,0.425609,10/01/2022
3616,Bangladesh Taka,BDT,97.00962,10/01/2022
3617,Barbados Dollar,BBD,2.279333,10/01/2022
3618,Belarus Ruble,BYR,22215.918483,10/01/2022
3619,Belize Dollar,BZD,2.275439,10/01/2022
3620,Bermuda Dollar,BMD,1.133465,10/01/2022
3621,Bhutan Ngultrum,BTN,83.875329,10/01/2022
3622,Bolivia Boliviano,BOB,7.771548,10/01/2022
3623,Bosnia Mark,BAM,1.953116,10/01/2022
3624,Botswana Pula,BWP,13.16471,10/01/2022
3625,Brazil Real,BRL,6.388889,10/01/2022
3626,Brunei Dollar,BND,1.53439,10/01/2022
3627,Bulgaria Lev,BGN,1.954762,10/01/2022
3628,Burundi Franc,BIF,2252.219728,10/01/2022
3629,CFA Franc BCEAO,XOF,655.046916,10/01/2022
3630,CFA Franc BEAC,XAF,655.046916,10/01/2022
3631,CFP Franc,XPF,119.608913,10/01/2022
3632,Cambodia Riel,KHR,4600.473656,10/01/2022
3633,Canada Dollar,CAD,1.433227,10/01/2022
3634,Cape Verde Escudo,CVE,110.101346,10/01/2022
3635,Cayman Islands Dollar,KYD,0.940693,10/01/2022
3636,Chili Peso,CLP,938.860745,10/01/2022
3637,China Yuan/Renminbi,CNY,7.223911,10/01/2022
3638,Colombia Peso,COP,4550.545523,10/01/2022
3639,Comoros Franc,KMF,491.355972,10/01/2022
3640,Congo Franc,CDF,2274.86457,10/01/2022
3641,Costa Rica Colon,CRC,724.93282,10/01/2022
3642,Croatia Kuna,HRK,7.503084,10/01/2022
3643,Cuba Convertible Peso,CUC,1.133465,10/01/2022
3644,Cuba Peso,CUP,30.036829,10/01/2022
3645,Czech Koruna,CZK,24.438983,10/01/2022
3646,Denmark Krone,DKK,7.440162,10/01/2022
3647,Djibouti Franc,DJF,200.970783,10/01/2022
3648,Dominican Republich Peso,DOP,64.763022,10/01/2022
3649,East Caribbean Dollar,XCD,3.063247,10/01/2022
3650,Egypt Pound,EGP,17.76752,10/01/2022
3651,El Salvador Colon,SVC,9.877277,10/01/2022
3652,Ethiopia Birr,ETB,56.003392,10/01/2022
3653,Falkland Islands Pound,FKP,0.855062,10/01/2022
3654,Fiji Dollar,FJD,2.418925,10/01/2022
3655,Gambia Dalasi,GMD,59.846485,10/01/2022
3656,Georgia Lari,GEL,3.508066,10/01/2022
3657,Ghana New Cedi,GHS,6.980824,10/01/2022
3658,Gibraltar Pound,GIP,0.855062,10/01/2022
3659,Guatemala Quetzal,GTQ,8.714048,10/01/2022
3660,Guinea Franc,GNF,10307.397928,10/01/2022
3661,Guyana Dollar,GYD,236.158976,10/01/2022
3662,Haiti Gourde,HTG,112.871146,10/01/2022
3663,Honduras Lempira,HNL,27.717491,10/01/2022
3664,Hong Kong Dollar,HKD,8.837713,10/01/2022
3665,Hungary Forint,HUF,358.922716,10/01/2022
3666,Iceland Krona,ISK,146.22794,10/01/2022
3667,India Rupee,INR,84.061239,10/01/2022
3668,Indonesia Rupiah,IDR,16223.797878,10/01/2022
3669,Iran Rial,IRR,47888.905776,10/01/2022
3670,Iraq Dinar,IQD,1647.62089,10/01/2022
3671,Israel New Shekel,ILS,3.530541,10/01/2022
3672,Jamaica Dollar,JMD,174.337785,10/01/2022
3673,Jordan Dinar,JOD,0.803579,10/01/2022
3674,Kazakhstan Tenge,KZT,491.567045,10/01/2022
3675,Kenya Shilling,KES,128.365304,10/01/2022
3676,Kuwait Dinar,KWD,0.343043,10/01/2022
3677,Kyrgyzstan Som,KGS,96.120082,10/01/2022
3678,Laos Kip,LAK,12699.855552,10/01/2022
3679,Lebanon Pound,LBP,1707.128214,10/01/2022
3680,Lesotho Loti,LSL,17.727007,10/01/2022
3681,Liberia Dollar,LRD,166.761102,10/01/2022
3682,Libya Dinar,LYD,5.192086,10/01/2022
3683,Macau Pataca,MOP,9.0693,10/01/2022
3684,Macedonia Denar,MKD,61.529514,10/01/2022
3685,Malagasy Ariary,MGA,4490.091725,10/01/2022
3686,Malawi Kwacha,MWK,921.610567,10/01/2022
3687,Malaysia Ringgit,MYR,4.762023,10/01/2022
3688,Maldives Rufiyaa,MVR,17.511726,10/01/2022
3689,Mauritania Ouguiya,MRO,404.646892,10/01/2022
3690,Mauritius Rupee,MUR,49.762319,10/01/2022
3691,Mexico Peso,MXN,23.107905,10/01/2022
3692,Moldova Leu,MDL,20.189847,10/01/2022
3693,Mongolia Tugrik,MNT,3239.879614,10/01/2022
3694,Morocco Dirham,MAD,10.480122,10/01/2022
3695,Mozambique New Metical,MZN,72.34921,10/01/2022
3696,Myanmar Kyat,MMK,2007.134004,10/01/2022
3697,NL Antilles Guilder,ANG,2.034473,10/01/2022
3698,Namibia Dollar,NAD,17.721691,10/01/2022
3699,Nepal Rupee,NPR,134.213531,10/01/2022
3700,New Zealand Dollar,NZD,1.674134,10/01/2022
3701,Nicaragua Cordoba Oro,NIO,39.970641,10/01/2022
3702,Nigeria Naira,NGN,464.539761,10/01/2022
3703,North Korea Won,KPW,1020.118618,10/01/2022
3704,Norway Kroner,NOK,10.027228,10/01/2022
3705,Oman Rial,OMR,0.436773,10/01/2022
3706,Pakistan Rupee,PKR,199.358722,10/01/2022
3707,Panama Balboa,PAB,1.128722,10/01/2022
3708,Papua New Guinea Kina,PGK,3.964492,10/01/2022
3709,Paraguay Guarani,PYG,7850.393116,10/01/2022
3710,Peru Nuevo Sol,PEN,4.481574,10/01/2022
3711,Philippines Peso,PHP,58.418445,10/01/2022
3712,Poland Zloty,PLN,4.546867,10/01/2022
3713,Qatar Rial,QAR,4.126924,10/01/2022
3714,Romania New Lei,RON,4.943032,10/01/2022
3715,Russia Rouble,RUB,85.543301,10/01/2022
3716,Rwanda Franc,RWF,1171.372562,10/01/2022
3717,Samoa Tala,WST,2.947203,10/01/2022
3718,Sao Tome/Principe Dobra,STD,23460.441777,10/01/2022
3719,Saudi Arabia Riyal,SAR,4.255021,10/01/2022
3720,Serbia Dinar,RSD,117.307997,10/01/2022
3721,Seychelles Rupee,SCR,16.983898,10/01/2022
3722,Sierra Leone Leone,SLL,12847.828452,10/01/2022
3723,Singapore Dollar,SGD,1.53652,10/01/2022
3724,Solomon Islands Dollar,SBD,9.16676,10/01/2022
3725,Somali Shilling,SOS,661.943338,10/01/2022
3726,South Africa Rand,ZAR,17.665621,10/01/2022
3727,South Korea Won,KRW,1359.189186,10/01/2022
3728,Sri Lanka Rupee,LKR,229.019813,10/01/2022
3729,St Helena Pound,SHP,1.561231,10/01/2022
3730,Sudan Pound,SDG,495.897173,10/01/2022
3731,Suriname Dollar,SRD,24.106551,10/01/2022
3732,Swaziland Lilangeni,SZL,17.633002,10/01/2022
3733,Sweden Krona,SEK,10.277883,10/01/2022
3734,Syria Pound,SYP,2847.823207,10/01/2022
3735,Taiwan Dollar,TWD,31.386561,10/01/2022
3736,Tanzania Shilling,TZS,2616.037788,10/01/2022
3737,Thailand Baht,THB,38.209109,10/01/2022
3738,Tonga Pa'anga,TOP,2.589404,10/01/2022
3739,Trinidad/Tobago Dollar,TTD,7.662454,10/01/2022
3740,Tunisia Dinar,TND,3.265535,10/01/2022
3741,Turkish New Lira,TRY,15.648168,10/01/2022
3742,Uganda Shilling,UGX,4001.452282,10/01/2022
3743,Ukraine Hryvnia,UAH,31.038677,10/01/2022
3744,Uruguay Peso,UYU,50.506927,10/01/2022
3745,United Arab Emirates Dirham,AED,4.163324,10/01/2022
3746,Vanuatu Vatu,VUV,128.367944,10/01/2022
3747,Vietnam Dong,VND,25712.658713,10/01/2022
3748,Yemen Rial,YER,283.650015,10/01/2022
3749,Zambia Kwacha,ZMK,10202.546354,10/01/2022
3750,Australia Dollar,AUD,1.576829,11/01/2022
3751,Great Britain Pound,GBP,0.834222,11/01/2022
3752,Euro,EUR,1.0,11/01/2022
3753,Japan Yen,JPY,130.702246,11/01/2022
3754,Switzerland Franc,CHF,1.050543,11/01/2022
3755,USA Dollar,USD,1.133292,11/01/2022
3756,Afghanistan Afghani,AFN,119.555933,11/01/2022
3757,Albania Lek,ALL,121.772559,11/01/2022
3758,Algeria Dinar,DZD,158.271043,11/01/2022
3759,Angola Kwanza,AOA,623.553202,11/01/2022
3760,Argentina Peso,ARS,117.245823,11/01/2022
3761,Armenia Dram,AMD,547.958181,11/01/2022
3762,Aruba Florin,AWG,2.039926,11/01/2022
3763,Azerbaijan New Manat,AZN,1.92403,11/01/2022
3764,Bahamas Dollar,BSD,1.133042,11/01/2022
3765,Bahrain Dinar,BHD,0.427301,11/01/2022
3766,Bangladesh Taka,BDT,97.416303,11/01/2022
3767,Barbados Dollar,BBD,2.287794,11/01/2022
3768,Belarus Ruble,BYR,22212.526278,11/01/2022
3769,Belize Dollar,BZD,2.284497,11/01/2022
3770,Bermuda Dollar,BMD,1.133292,11/01/2022
3771,Bhutan Ngultrum,BTN,83.931852,11/01/2022
3772,Bolivia Boliviano,BOB,7.812537,11/01/2022
3773,Bosnia Mark,BAM,1.957198,11/01/2022
3774,Botswana Pula,BWP,13.19071,11/01/2022
3775,Brazil Real,BRL,6.418934,11/01/2022
3776,Brunei Dollar,BND,1.535487,11/01/2022
3777,Bulgaria Lev,BGN,1.956287,11/01/2022
3778,Burundi Franc,BIF,2276.217297,11/01/2022
3779,CFA Franc BCEAO,XOF,655.614771,11/01/2022
3780,CFA Franc BEAC,XAF,656.389745,11/01/2022
3781,CFP Franc,XPF,119.959405,11/01/2022
3782,Cambodia Riel,KHR,4618.165843,11/01/2022
3783,Canada Dollar,CAD,1.434856,11/01/2022
3784,Cape Verde Escudo,CVE,111.176256,11/01/2022
3785,Cayman Islands Dollar,KYD,0.944252,11/01/2022
3786,Chili Peso,CLP,946.985913,11/01/2022
3787,China Yuan/Renminbi,CNY,7.225754,11/01/2022
3788,Colombia Peso,COP,4589.878568,11/01/2022
3789,Comoros Franc,KMF,493.551127,11/01/2022
3790,Congo Franc,CDF,2274.517506,11/01/2022
3791,Costa Rica Colon,CRC,727.638096,11/01/2022
3792,Croatia Kuna,HRK,7.522456,11/01/2022
3793,Cuba Convertible Peso,CUC,1.133292,11/01/2022
3794,Cuba Peso,CUP,30.032242,11/01/2022
3795,Czech Koruna,CZK,24.361476,11/01/2022
3796,Denmark Krone,DKK,7.439644,11/01/2022
3797,Djibouti Franc,DJF,201.408964,11/01/2022
3798,Dominican Republich Peso,DOP,65.397858,11/01/2022
3799,East Caribbean Dollar,XCD,3.062779,11/01/2022
3800,Egypt Pound,EGP,17.823856,11/01/2022
3801,El Salvador Colon,SVC,9.916932,11/01/2022
3802,Ethiopia Birr,ETB,55.987386,11/01/2022
3803,Falkland Islands Pound,FKP,0.854932,11/01/2022
3804,Fiji Dollar,FJD,2.414875,11/01/2022
3805,Gambia Dalasi,GMD,59.92285,11/01/2022
3806,Georgia Lari,GEL,3.502037,11/01/2022
3807,Ghana New Cedi,GHS,7.009364,11/01/2022
3808,Gibraltar Pound,GIP,0.854932,11/01/2022
3809,Guatemala Quetzal,GTQ,8.744483,11/01/2022
3810,Guinea Franc,GNF,10295.958937,11/01/2022
3811,Guyana Dollar,GYD,237.053404,11/01/2022
3812,Haiti Gourde,HTG,115.207114,11/01/2022
3813,Honduras Lempira,HNL,27.7318,11/01/2022
3814,Hong Kong Dollar,HKD,8.834964,11/01/2022
3815,Hungary Forint,HUF,358.480695,11/01/2022
3816,Iceland Krona,ISK,146.398801,11/01/2022
3817,India Rupee,INR,83.928841,11/01/2022
3818,Indonesia Rupiah,IDR,16197.011509,11/01/2022
3819,Iran Rial,IRR,47909.926186,11/01/2022
3820,Iraq Dinar,IQD,1655.173195,11/01/2022
3821,Israel New Shekel,ILS,3.557789,11/01/2022
3822,Jamaica Dollar,JMD,175.150791,11/01/2022
3823,Jordan Dinar,JOD,0.803548,11/01/2022
3824,Kazakhstan Tenge,KZT,493.500596,11/01/2022
3825,Kenya Shilling,KES,128.458346,11/01/2022
3826,Kuwait Dinar,KWD,0.342968,11/01/2022
3827,Kyrgyzstan Som,KGS,96.111609,11/01/2022
3828,Laos Kip,LAK,12771.06969,11/01/2022
3829,Lebanon Pound,LBP,1711.985168,11/01/2022
3830,Lesotho Loti,LSL,17.435675,11/01/2022
3831,Liberia Dollar,LRD,167.868934,11/01/2022
3832,Libya Dinar,LYD,5.224639,11/01/2022
3833,Macau Pataca,MOP,9.100239,11/01/2022
3834,Macedonia Denar,MKD,61.644218,11/01/2022
3835,Malagasy Ariary,MGA,4487.836928,11/01/2022
3836,Malawi Kwacha,MWK,925.326605,11/01/2022
3837,Malaysia Ringgit,MYR,4.758743,11/01/2022
3838,Maldives Rufiyaa,MVR,17.520921,11/01/2022
3839,Mauritania Ouguiya,MRO,404.585105,11/01/2022
3840,Mauritius Rupee,MUR,49.761685,11/01/2022
3841,Mexico Peso,MXN,23.081501,11/01/2022
3842,Moldova Leu,MDL,20.338837,11/01/2022
3843,Mongolia Tugrik,MNT,3239.384909,11/01/2022
3844,Morocco Dirham,MAD,10.51125,11/01/2022
3845,Mozambique New Metical,MZN,72.337453,11/01/2022
3846,Myanmar Kyat,MMK,2015.038106,11/01/2022
3847,NL Antilles Guilder,ANG,2.042077,11/01/2022
3848,Namibia Dollar,NAD,17.826689,11/01/2022
3849,Nepal Rupee,NPR,134.319703,11/01/2022
3850,New Zealand Dollar,NZD,1.674003,11/01/2022
3851,Nicaragua Cordoba Oro,NIO,40.418893,11/01/2022
3852,Nigeria Naira,NGN,468.77499,11/01/2022
3853,North Korea Won,KPW,1019.962854,11/01/2022
3854,Norway Kroner,NOK,10.039944,11/01/2022
3855,Oman Rial,OMR,0.436322,11/01/2022
3856,Pakistan Rupee,PKR,200.309277,11/01/2022
3857,Panama Balboa,PAB,1.133142,11/01/2022
3858,Papua New Guinea Kina,PGK,3.994846,11/01/2022
3859,Paraguay Guarani,PYG,7871.765784,11/01/2022
3860,Peru Nuevo Sol,PEN,4.457272,11/01/2022
3861,Philippines Peso,PHP,58.483565,11/01/2022
3862,Poland Zloty,PLN,4.541211,11/01/2022
3863,Qatar Rial,QAR,4.126276,11/01/2022
3864,Romania New Lei,RON,4.945346,11/01/2022
3865,Russia Rouble,RUB,84.92096,11/01/2022
3866,Rwanda Franc,RWF,1153.12477,11/01/2022
3867,Samoa Tala,WST,2.946753,11/01/2022
3868,Sao Tome/Principe Dobra,STD,23456.859543,11/01/2022
3869,Saudi Arabia Riyal,SAR,4.254025,11/01/2022
3870,Serbia Dinar,RSD,117.590889,11/01/2022
3871,Seychelles Rupee,SCR,17.005032,11/01/2022
3872,Sierra Leone Leone,SLL,12857.199247,11/01/2022
3873,Singapore Dollar,SGD,1.535997,11/01/2022
3874,Solomon Islands Dollar,SBD,9.157954,11/01/2022
3875,Somali Shilling,SOS,664.109289,11/01/2022
3876,South Africa Rand,ZAR,17.753477,11/01/2022
3877,South Korea Won,KRW,1355.134146,11/01/2022
3878,Sri Lanka Rupee,LKR,229.872969,11/01/2022
3879,St Helena Pound,SHP,1.561,11/01/2022
3880,Sudan Pound,SDG,495.814169,11/01/2022
3881,Suriname Dollar,SRD,24.079083,11/01/2022
3882,Swaziland Lilangeni,SZL,17.826492,11/01/2022
3883,Sweden Krona,SEK,10.305485,11/01/2022
3884,Syria Pound,SYP,2847.388366,11/01/2022
3885,Taiwan Dollar,TWD,31.336096,11/01/2022
3886,Tanzania Shilling,TZS,2606.572112,11/01/2022
3887,Thailand Baht,THB,38.051402,11/01/2022
3888,Tonga Pa'anga,TOP,2.588383,11/01/2022
3889,Trinidad/Tobago Dollar,TTD,7.691079,11/01/2022
3890,Tunisia Dinar,TND,3.268375,11/01/2022
3891,Turkish New Lira,TRY,15.661646,11/01/2022
3892,Uganda Shilling,UGX,4000.561042,11/01/2022
3893,Ukraine Hryvnia,UAH,31.149098,11/01/2022
3894,Uruguay Peso,UYU,50.699254,11/01/2022
3895,United Arab Emirates Dirham,AED,4.162699,11/01/2022
3896,Vanuatu Vatu,VUV,128.348343,11/01/2022
3897,Vietnam Dong,VND,25725.731965,11/01/2022
3898,Yemen Rial,YER,283.606177,11/01/2022
3899,Zambia Kwacha,ZMK,10200.918821,11/01/2022
3900,Australia Dollar,AUD,1.575847,12/01/2022
3901,Great Britain Pound,GBP,0.833605,12/01/2022
3902,Euro,EUR,1.0,12/01/2022
3903,Japan Yen,JPY,131.16855,12/01/2022
3904,Switzerland Franc,CHF,1.050348,12/01/2022
3905,USA Dollar,USD,1.137352,12/01/2022
3906,Afghanistan Afghani,AFN,119.657597,12/01/2022
3907,Albania Lek,ALL,121.727177,12/01/2022
3908,Algeria Dinar,DZD,158.274228,12/01/2022
3909,Angola Kwanza,AOA,608.034216,12/01/2022
3910,Argentina Peso,ARS,117.738762,12/01/2022
3911,Armenia Dram,AMD,547.544818,12/01/2022
3912,Aruba Florin,AWG,2.047803,12/01/2022
3913,Azerbaijan New Manat,AZN,1.927651,12/01/2022
3914,Bahamas Dollar,BSD,1.134246,12/01/2022
3915,Bahrain Dinar,BHD,0.42875,12/01/2022
3916,Bangladesh Taka,BDT,97.513867,12/01/2022
3917,Barbados Dollar,BBD,2.290099,12/01/2022
3918,Belarus Ruble,BYR,22292.106206,12/01/2022
3919,Belize Dollar,BZD,2.286298,12/01/2022
3920,Bermuda Dollar,BMD,1.137352,12/01/2022
3921,Bhutan Ngultrum,BTN,83.81593,12/01/2022
3922,Bolivia Boliviano,BOB,7.809048,12/01/2022
3923,Bosnia Mark,BAM,1.956393,12/01/2022
3924,Botswana Pula,BWP,13.188928,12/01/2022
3925,Brazil Real,BRL,6.334032,12/01/2022
3926,Brunei Dollar,BND,1.534896,12/01/2022
3927,Bulgaria Lev,BGN,1.955899,12/01/2022
3928,Burundi Franc,BIF,2263.11097,12/01/2022
3929,CFA Franc BCEAO,XOF,656.157396,12/01/2022
3930,CFA Franc BEAC,XAF,656.189138,12/01/2022
3931,CFP Franc,XPF,119.988724,12/01/2022
3932,Cambodia Riel,KHR,4635.848754,12/01/2022
3933,Canada Dollar,CAD,1.427633,12/01/2022
3934,Cape Verde Escudo,CVE,110.298201,12/01/2022
3935,Cayman Islands Dollar,KYD,0.945189,12/01/2022
3936,Chili Peso,CLP,942.011938,12/01/2022
3937,China Yuan/Renminbi,CNY,7.238909,12/01/2022
3938,Colombia Peso,COP,4539.85567,12/01/2022
3939,Comoros Franc,KMF,493.184419,12/01/2022
3940,Congo Franc,CDF,2281.528527,12/01/2022
3941,Costa Rica Colon,CRC,727.885903,12/01/2022
3942,Croatia Kuna,HRK,7.524267,12/01/2022
3943,Cuba Convertible Peso,CUC,1.137352,12/01/2022
3944,Cuba Peso,CUP,30.139837,12/01/2022
3945,Czech Koruna,CZK,24.422256,12/01/2022
3946,Denmark Krone,DKK,7.441742,12/01/2022
3947,Djibouti Franc,DJF,201.921669,12/01/2022
3948,Dominican Republich Peso,DOP,65.376392,12/01/2022
3949,East Caribbean Dollar,XCD,3.073751,12/01/2022
3950,Egypt Pound,EGP,17.867923,12/01/2022
3951,El Salvador Colon,SVC,9.925031,12/01/2022
3952,Ethiopia Birr,ETB,56.284995,12/01/2022
3953,Falkland Islands Pound,FKP,0.857995,12/01/2022
3954,Fiji Dollar,FJD,2.417449,12/01/2022
3955,Gambia Dalasi,GMD,59.937115,12/01/2022
3956,Georgia Lari,GEL,3.514355,12/01/2022
3957,Ghana New Cedi,GHS,7.003808,12/01/2022
3958,Gibraltar Pound,GIP,0.857995,12/01/2022
3959,Guatemala Quetzal,GTQ,8.753435,12/01/2022
3960,Guinea Franc,GNF,10327.199418,12/01/2022
3961,Guyana Dollar,GYD,237.301431,12/01/2022
3962,Haiti Gourde,HTG,117.201855,12/01/2022
3963,Honduras Lempira,HNL,27.886272,12/01/2022
3964,Hong Kong Dollar,HKD,8.867066,12/01/2022
3965,Hungary Forint,HUF,357.094403,12/01/2022
3966,Iceland Krona,ISK,147.002769,12/01/2022
3967,India Rupee,INR,84.170327,12/01/2022
3968,Indonesia Rupiah,IDR,16264.138711,12/01/2022
3969,Iran Rial,IRR,48053.136937,12/01/2022
3970,Iraq Dinar,IQD,1655.431028,12/01/2022
3971,Israel New Shekel,ILS,3.541533,12/01/2022
3972,Jamaica Dollar,JMD,175.015913,12/01/2022
3973,Jordan Dinar,JOD,0.806421,12/01/2022
3974,Kazakhstan Tenge,KZT,493.900842,12/01/2022
3975,Kenya Shilling,KES,128.918886,12/01/2022
3976,Kuwait Dinar,KWD,0.343969,12/01/2022
3977,Kyrgyzstan Som,KGS,96.434281,12/01/2022
3978,Laos Kip,LAK,12835.021674,12/01/2022
3979,Lebanon Pound,LBP,1715.223844,12/01/2022
3980,Lesotho Loti,LSL,17.782511,12/01/2022
3981,Liberia Dollar,LRD,168.891853,12/01/2022
3982,Libya Dinar,LYD,5.211192,12/01/2022
3983,Macau Pataca,MOP,9.108702,12/01/2022
3984,Macedonia Denar,MKD,61.633281,12/01/2022
3985,Malagasy Ariary,MGA,4508.785058,12/01/2022
3986,Malawi Kwacha,MWK,921.040834,12/01/2022
3987,Malaysia Ringgit,MYR,4.758116,12/01/2022
3988,Maldives Rufiyaa,MVR,17.572019,12/01/2022
3989,Mauritania Ouguiya,MRO,406.034596,12/01/2022
3990,Mauritius Rupee,MUR,49.941953,12/01/2022
3991,Mexico Peso,MXN,23.182397,12/01/2022
3992,Moldova Leu,MDL,20.370821,12/01/2022
3993,Mongolia Tugrik,MNT,3250.990524,12/01/2022
3994,Morocco Dirham,MAD,10.526766,12/01/2022
3995,Mozambique New Metical,MZN,72.59714,12/01/2022
3996,Myanmar Kyat,MMK,2016.663607,12/01/2022
3997,NL Antilles Guilder,ANG,2.044223,12/01/2022
3998,Namibia Dollar,NAD,17.674892,12/01/2022
3999,Nepal Rupee,NPR,134.104778,12/01/2022
4000,New Zealand Dollar,NZD,1.673796,12/01/2022
4001,Nicaragua Cordoba Oro,NIO,40.157971,12/01/2022
4002,Nigeria Naira,NGN,470.410839,12/01/2022
4003,North Korea Won,KPW,1023.617034,12/01/2022
4004,Norway Kroner,NOK,9.961952,12/01/2022
4005,Oman Rial,OMR,0.437894,12/01/2022
4006,Pakistan Rupee,PKR,200.913121,12/01/2022
4007,Panama Balboa,PAB,1.134226,12/01/2022
4008,Papua New Guinea Kina,PGK,3.982516,12/01/2022
4009,Paraguay Guarani,PYG,7872.504332,12/01/2022
4010,Peru Nuevo Sol,PEN,4.445892,12/01/2022
4011,Philippines Peso,PHP,58.212539,12/01/2022
4012,Poland Zloty,PLN,4.538124,12/01/2022
4013,Qatar Rial,QAR,4.141072,12/01/2022
4014,Romania New Lei,RON,4.944869,12/01/2022
4015,Russia Rouble,RUB,84.553051,12/01/2022
4016,Rwanda Franc,RWF,1177.124329,12/01/2022
4017,Samoa Tala,WST,2.957311,12/01/2022
4018,Sao Tome/Principe Dobra,STD,23540.897494,12/01/2022
4019,Saudi Arabia Riyal,SAR,4.268934,12/01/2022
4020,Serbia Dinar,RSD,117.583176,12/01/2022
4021,Seychelles Rupee,SCR,16.008242,12/01/2022
4022,Sierra Leone Leone,SLL,12913.498518,12/01/2022
4023,Singapore Dollar,SGD,1.535596,12/01/2022
4024,Solomon Islands Dollar,SBD,9.1908,12/01/2022
4025,Somali Shilling,SOS,665.351297,12/01/2022
4026,South Africa Rand,ZAR,17.630139,12/01/2022
4027,South Korea Won,KRW,1353.722035,12/01/2022
4028,Sri Lanka Rupee,LKR,230.107177,12/01/2022
4029,St Helena Pound,SHP,1.566589,12/01/2022
4030,Sudan Pound,SDG,497.589448,12/01/2022
4031,Suriname Dollar,SRD,24.148833,12/01/2022
4032,Swaziland Lilangeni,SZL,17.687802,12/01/2022
4033,Sweden Krona,SEK,10.265062,12/01/2022
4034,Syria Pound,SYP,2857.58959,12/01/2022
4035,Taiwan Dollar,TWD,31.471103,12/01/2022
4036,Tanzania Shilling,TZS,2615.910517,12/01/2022
4037,Thailand Baht,THB,37.94217,12/01/2022
4038,Tonga Pa'anga,TOP,2.592931,12/01/2022
4039,Trinidad/Tobago Dollar,TTD,7.698851,12/01/2022
4040,Tunisia Dinar,TND,3.273319,12/01/2022
4041,Turkish New Lira,TRY,15.632919,12/01/2022
4042,Uganda Shilling,UGX,4003.805196,12/01/2022
4043,Ukraine Hryvnia,UAH,31.231049,12/01/2022
4044,Uruguay Peso,UYU,50.513205,12/01/2022
4045,United Arab Emirates Dirham,AED,4.177612,12/01/2022
4046,Vanuatu Vatu,VUV,128.808172,12/01/2022
4047,Vietnam Dong,VND,25823.585276,12/01/2022
