index,name,address,latitude,longitude,url
2220,Frederiksminde,"Klosternakken 8, Præstø, 4720, Denmark",55.1244654,12.0477692,https://guide.michelin.com/en/zealand/praesto/restaurant/frederiksminde
2234,Draga di Lovrana,"Lovranska Draga 1, Lovran, 51415, Croatia",45.2757908,14.2511936,https://guide.michelin.com/en/primorje-gorski-kotar/lovran/restaurant/draga-di-lovrana
2304,Oretachi No Nikuya,"194-1 Gongyi Road, West District, Taichung, Taipei & Taichung",24.150747,120.668141,https://guide.michelin.com/en/taichung-region/taichung/restaurant/oretachi-no-nikuya-1195583
2310,Ming Fu,"18-1, Lane 137, Section 2, Zhongshan North Road, Zhongshan District, Taipei, 104, Taipei & Taichung",25.06868,121.53061,https://guide.michelin.com/en/taipei-region/taipei/restaurant/ming-fu
2312,Mipon,"55 Lequn 2nd Road, Zhongshan District, Taipei, 110, Taipei & Taichung",25.0800929,121.5537712,https://guide.michelin.com/en/taipei-region/taipei/restaurant/mipon
2462,Rijnzicht,"Sterreschans 15, Doornenburg, 6686 MS, Netherlands",51.8902472,6.0226879,https://guide.michelin.com/en/gelderland/doornenburg/restaurant/rijnzicht
2535,L'OURS,"Route du Pas de l'Ours 41, Crans Montana, 3963, Switzerland",46.3075979,7.4598671,https://guide.michelin.com/en/wallis/ch-crans-montana/restaurant/l-ours179041
2684,La Bastide de Moustiers,"Chemin de Quinson, Moustiers-Sainte-Marie, 04360, France",43.84058,6.2179,https://guide.michelin.com/en/provence-alpes-cote-dazur/moustiers-sainte-marie/restaurant/la-bastide-de-moustiers
2693,La Gouesnière - Maison Tirel-Guérin,"Lieu-dit Le Limonay, La Gouesnière, 35350, France",48.6150771,-1.9054771,https://guide.michelin.com/en/bretagne/la-gouesniere/restaurant/la-gouesniere
2726,Le Raisin,"2 place Michel-Poisat, Pont-de-Vaux, 01190, France",46.43432,4.93919,https://guide.michelin.com/en/auvergne-rhone-alpes/pont-de-vaux/restaurant/le-raisin
2797,La Magdeleine - Mathias Dandine,"2 rond-point des Charrons, Gémenos, 13420, France",43.297618,5.6235191,https://guide.michelin.com/en/provence-alpes-cote-dazur/gmenos/restaurant/la-magdeleine-mathias-dandine
2865,A Casa di Ma,"Route de Calvi, Lumio, 20260, France",42.5811346,8.8319727,https://guide.michelin.com/en/corse/lumio/restaurant/a-casa-di-ma
2879,Le Cap,"Grand Hôtel du Cap Ferrat, 71 boulevard du Général-de-Gaulle, Saint-Jean-Cap-Ferrat, 06230, France",43.6774405,7.33063,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-jean-cap-ferrat/restaurant/le-cap
2896,Le Manoir du Lys,"Route de Juvigny-sous-Andaine, Bagnoles-de-l'Orne, 61140, France",48.561985,-0.4448214,https://guide.michelin.com/en/normandie/bagnoles-de-l-orne/restaurant/le-manoir-du-lys
2929,L'Auberge de St-Rémy-de-Provence - Fanny Rey & Jonathan Wahid,"12 boulevard Mirabeau, Saint-Rémy-de-Provence, 13210, France",43.7886522,4.8332816,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-rmy-de-provence/restaurant/fanny-rey-jonathan-wahid
2969,Le Puits du Trésor,"21 route des Quatre-Châteaux, Lastours, 11600, France",43.3346453,2.3787415,https://guide.michelin.com/en/occitanie/lastours/restaurant/le-puits-du-tresor
